Dealer Code Processing;Dealer Name;Long Chassis;Model Description;Vehicle Version;Vehicle Code;Model Year;Color Type;Exterior Color;Interior Color;Physical Status Description;Estimated Production Day;Estimated Production Week;Sales Type;Sales Type Description;Have a Customer;Invoiced?;Dispatchable;Quota Status;Central / Dealer Quota;Production Day;Related Month Availability;Status;Month Number
CENT-STOCK;CENTRAL STOCK;A2V02MY26L6008787;A2;A2V02;L6;2026;Color;Grey6;IG1a;Ready for dispatch;31.07.2026;W31/07/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;31.07.2026;Following Months;To Be Produced;July
CENT-STOCK;CENTRAL STOCK;A2V02MY26L6009342;A2;A2V02;L6;2026;Color;Grey1;IG1a;Partially modifiable order;06.07.2026;W28/07/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;06.07.2026;Following Months;To Be Produced;July
CENT-STOCK;CENTRAL STOCK;A2V02MY26L6009145;A2;A2V02;L6;2026;Color;Grey1;IG1a;Locked order;22.07.2026;W30/07/2026;RE;Perakende;NO;N;Y;Merkezi Rezerveli;Central;22.07.2026;Following Months;To Be Produced;July
CENT-STOCK;CENTRAL STOCK;A2V02MY26L6008810;A2;A2V02;L6;2026;Color;Red2;IG1a;Partially modifiable order;21.07.2026;W30/07/2026;RE;Perakende;NO;N;Y;Merkezi Rezerveli;Central;21.07.2026;Following Months;To Be Produced;July
CENT-STOCK;CENTRAL STOCK;A2V02MY26L6008210;A2;A2V02;L6;2026;Color;Beige;IG1a;Locked order;29.07.2026;W31/07/2026;RE;Perakende;NO;N;Y;Merkezi Rezerveli;Central;29.07.2026;Following Months;To Be Produced;July
CENT-STOCK;CENTRAL STOCK;B1V01MY26N7006221;B1;B1V01;N7;2026;Color;Grey6;IG1a;Locked order;13.07.2026;W29/07/2026;RE;Perakende;NO;N;Y;Merkezi Rezerveli;Central;13.07.2026;Following Months;To Be Produced;July
CENT-STOCK;CENTRAL STOCK;B1V01MY26N7006058;B1;B1V01;N7;2026;Color;Grey6;IG1a;Partially modifiable order;14.07.2026;W29/07/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;14.07.2026;Following Months;To Be Produced;July
CENT-STOCK;CENTRAL STOCK;B1V01MY26N7005616;B1;B1V01;N7;2026;Color;Grey1;IG1a;Locked order;17.07.2026;W29/07/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;17.07.2026;Following Months;To Be Produced;July
CENT-STOCK;CENTRAL STOCK;A3V02MY26M8003563;A3;A3V02;M8;2026;Color;Black2;IG1a;Locked order;13.07.2026;W29/07/2026;RE;Perakende;NO;N;Y;Merkezi Rezerveli;Central;13.07.2026;Following Months;To Be Produced;July
CENT-STOCK;CENTRAL STOCK;A3V02MY26M8003771;A3;A3V02;M8;2026;Color;Black2;IG1a;Locked order;16.07.2026;W29/07/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;16.07.2026;Following Months;To Be Produced;July
CENT-STOCK;CENTRAL STOCK;A2V02MY26L6008780;A2;A2V02;L6;2026;Color;White2;IG1a;Locked order;15.07.2026;W29/07/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;15.07.2026;Following Months;To Be Produced;July
CENT-STOCK;CENTRAL STOCK;A2V02MY26L6008914;A2;A2V02;L6;2026;Color;Grey1;IG1a;Locked order;26.07.2026;W30/07/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;26.07.2026;Following Months;To Be Produced;July
CENT-STOCK;CENTRAL STOCK;A2V02MY26L6009372;A2;A2V02;L6;2026;Color;Black2;IG1a;Ready for dispatch;06.07.2026;W28/07/2026;RE;Perakende;NO;N;Y;Merkezi Rezerveli;Central;06.07.2026;Following Months;To Be Produced;July
CENT-STOCK;CENTRAL STOCK;B1V01MY26N7006351;B1;B1V01;N7;2026;Color;Grey6;IG1a;Partially modifiable order;11.07.2026;W28/07/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;11.07.2026;Following Months;To Be Produced;July
CENT-STOCK;CENTRAL STOCK;B1V01MY26N7005869;B1;B1V01;N7;2026;Color;Grey3;IG1a;Locked order;30.07.2026;W31/07/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;30.07.2026;Following Months;To Be Produced;July
CENT-STOCK;CENTRAL STOCK;A3V02MY26M8003802;A3;A3V02;M8;2026;Color;Beige;IG1a;Locked order;17.07.2026;W29/07/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;17.07.2026;Following Months;To Be Produced;July
CENT-STOCK;CENTRAL STOCK;B1V01MY26N7006429;B1;B1V01;N7;2026;Color;Grey1;IG1a;Locked order;31.07.2026;W31/07/2026;RE;Perakende;NO;N;Y;Merkezi Rezerveli;Central;31.07.2026;Following Months;To Be Produced;July
CENT-STOCK;CENTRAL STOCK;B1V01MY26N7005988;B1;B1V01;N7;2026;Color;Blue4;IG1a;Locked order;06.07.2026;W28/07/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;06.07.2026;Following Months;To Be Produced;July
CENT-STOCK;CENTRAL STOCK;A3V02MY26M8003574;A3;A3V02;M8;2026;Color;Blue4;IG1a;Locked order;16.07.2026;W29/07/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;16.07.2026;Following Months;To Be Produced;July
CENT-STOCK;CENTRAL STOCK;B1V01MY26N7006346;B1;B1V01;N7;2026;Color;Grey6;IG1a;Locked order;23.07.2026;W30/07/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;23.07.2026;Following Months;To Be Produced;July
CENT-STOCK;CENTRAL STOCK;B1V01MY26N7006229;B1;B1V01;N7;2026;Color;Black2;IG1a;Locked order;13.07.2026;W29/07/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;13.07.2026;Following Months;To Be Produced;July
CENT-STOCK;CENTRAL STOCK;B1V01MY26N7005855;B1;B1V01;N7;2026;Color;White2;IG1a;Locked order;02.07.2026;W27/07/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;02.07.2026;Following Months;To Be Produced;July
CENT-STOCK;CENTRAL STOCK;A2V02MY26L6009364;A2;A2V02;L6;2026;Color;White2;IG1a;Locked order;30.07.2026;W31/07/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;30.07.2026;Following Months;To Be Produced;July
CENT-STOCK;CENTRAL STOCK;A2V02MY26L6008432;A2;A2V02;L6;2026;Color;Grey6;IG1a;Locked order;13.07.2026;W29/07/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;13.07.2026;Following Months;To Be Produced;July
CENT-STOCK;CENTRAL STOCK;B1V01MY26N7005840;B1;B1V01;N7;2026;Color;Grey3;IG1a;Locked order;23.07.2026;W30/07/2026;RE;Perakende;NO;N;Y;Merkezi Rezerveli;Central;23.07.2026;Following Months;To Be Produced;July
CENT-STOCK;CENTRAL STOCK;A2V02MY26L6008477;A2;A2V02;L6;2026;Color;White2;IG1a;Partially modifiable order;24.07.2026;W30/07/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;24.07.2026;Following Months;To Be Produced;July
CENT-STOCK;CENTRAL STOCK;B1V01MY26N7006158;B1;B1V01;N7;2026;Color;Grey6;IG1a;Partially modifiable order;26.07.2026;W30/07/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;26.07.2026;Following Months;To Be Produced;July
CENT-STOCK;CENTRAL STOCK;A2V02MY26L6009472;A2;A2V02;L6;2026;Color;Grey1;IG1a;Locked order;10.07.2026;W28/07/2026;RE;Perakende;NO;N;Y;Merkezi Rezerveli;Central;10.07.2026;Following Months;To Be Produced;July
CENT-STOCK;CENTRAL STOCK;A3V02MY26M8003748;A3;A3V02;M8;2026;Color;Blue4;IG1a;Locked order;07.07.2026;W28/07/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;07.07.2026;Following Months;To Be Produced;July
CENT-STOCK;CENTRAL STOCK;A2V02MY26L6008442;A2;A2V02;L6;2026;Color;Beige;IG1a;Locked order;02.07.2026;W27/07/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;02.07.2026;Following Months;To Be Produced;July
CENT-STOCK;CENTRAL STOCK;A2V02MY26L6008388;A2;A2V02;L6;2026;Color;Beige;IG1a;Locked order;25.07.2026;W30/07/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;25.07.2026;Following Months;To Be Produced;July
CENT-STOCK;CENTRAL STOCK;A3V02MY26M8003636;A3;A3V02;M8;2026;Color;White2;IG1a;Locked order;30.07.2026;W31/07/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;30.07.2026;Following Months;To Be Produced;July
CENT-STOCK;CENTRAL STOCK;B1V01MY26N7005696;B1;B1V01;N7;2026;Color;White2;IG1a;Partially modifiable order;14.07.2026;W29/07/2026;RE;Perakende;NO;N;Y;Merkezi Rezerveli;Central;14.07.2026;Following Months;To Be Produced;July
CENT-STOCK;CENTRAL STOCK;A2V02MY26L6008937;A2;A2V02;L6;2026;Color;Grey3;IG1a;Locked order;29.07.2026;W31/07/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;29.07.2026;Following Months;To Be Produced;July
CENT-STOCK;CENTRAL STOCK;A2V02MY26L6009165;A2;A2V02;L6;2026;Color;Grey3;IG1a;Locked order;25.07.2026;W30/07/2026;RE;Perakende;NO;N;Y;Merkezi Rezerveli;Central;25.07.2026;Following Months;To Be Produced;July
CENT-STOCK;CENTRAL STOCK;B1V01MY26N7006469;B1;B1V01;N7;2026;Color;Blue4;IG1a;Locked order;16.07.2026;W29/07/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;16.07.2026;Following Months;To Be Produced;July
CENT-STOCK;CENTRAL STOCK;A2V02MY26L6008764;A2;A2V02;L6;2026;Color;White2;IG1a;Locked order;15.07.2026;W29/07/2026;RE;Perakende;NO;N;Y;Merkezi Rezerveli;Central;15.07.2026;Following Months;To Be Produced;July
CENT-STOCK;CENTRAL STOCK;A2V02MY26L6009138;A2;A2V02;L6;2026;Color;Black2;IG1a;Locked order;10.07.2026;W28/07/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;10.07.2026;Following Months;To Be Produced;July
CENT-STOCK;CENTRAL STOCK;A2V02MY26L6008822;A2;A2V02;L6;2026;Color;Black2;IG1a;Locked order;15.07.2026;W29/07/2026;RE;Perakende;NO;N;Y;Merkezi Rezerveli;Central;15.07.2026;Following Months;To Be Produced;July
CENT-STOCK;CENTRAL STOCK;A2V02MY26L6008935;A2;A2V02;L6;2026;Color;Black2;IG1a;Locked order;27.07.2026;W31/07/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;27.07.2026;Following Months;To Be Produced;July
CENT-STOCK;CENTRAL STOCK;B1V01MY26N7006272;B1;B1V01;N7;2026;Color;Blue4;IG1a;Locked order;22.07.2026;W30/07/2026;RE;Perakende;NO;N;Y;Merkezi Rezerveli;Central;22.07.2026;Following Months;To Be Produced;July
CENT-STOCK;CENTRAL STOCK;A3V02MY26M8003632;A3;A3V02;M8;2026;Color;Grey6;IG1a;Locked order;30.07.2026;W31/07/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;30.07.2026;Following Months;To Be Produced;July
CENT-STOCK;CENTRAL STOCK;A2V02MY26L6008346;A2;A2V02;L6;2026;Color;Black2;IG1a;Locked order;06.07.2026;W28/07/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;06.07.2026;Following Months;To Be Produced;July
CENT-STOCK;CENTRAL STOCK;B1V01MY26N7006371;B1;B1V01;N7;2026;Color;White2;IG1a;Locked order;08.07.2026;W28/07/2026;RE;Perakende;NO;N;Y;Merkezi Rezerveli;Central;08.07.2026;Following Months;To Be Produced;July
CENT-STOCK;CENTRAL STOCK;A2V02MY26L6008311;A2;A2V02;L6;2026;Color;Beige;IG1a;Partially modifiable order;08.07.2026;W28/07/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;08.07.2026;Following Months;To Be Produced;July
CENT-STOCK;CENTRAL STOCK;B1V01MY26N7006097;B1;B1V01;N7;2026;Color;Grey1;IG1a;Locked order;07.07.2026;W28/07/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;07.07.2026;Following Months;To Be Produced;July
CENT-STOCK;CENTRAL STOCK;B1V01MY26N7005757;B1;B1V01;N7;2026;Color;White2;IG1a;Partially modifiable order;03.07.2026;W27/07/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;03.07.2026;Following Months;To Be Produced;July
CENT-STOCK;CENTRAL STOCK;B1V01MY26N7006255;B1;B1V01;N7;2026;Color;Blue4;IG1a;Locked order;09.07.2026;W28/07/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;09.07.2026;Following Months;To Be Produced;July
CENT-STOCK;CENTRAL STOCK;A2V02MY26L6008679;A2;A2V02;L6;2026;Color;Grey1;IG1a;Locked order;16.07.2026;W29/07/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;16.07.2026;Following Months;To Be Produced;July
CENT-STOCK;CENTRAL STOCK;A2V02MY26L6009248;A2;A2V02;L6;2026;Color;Grey3;IG1a;Locked order;19.07.2026;W29/07/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;19.07.2026;Following Months;To Be Produced;July
CENT-STOCK;CENTRAL STOCK;B1V01MY26N7005862;B1;B1V01;N7;2026;Color;Beige;IG1a;Partially modifiable order;16.07.2026;W29/07/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;16.07.2026;Following Months;To Be Produced;July
CENT-STOCK;CENTRAL STOCK;A3V02MY26M8003584;A3;A3V02;M8;2026;Color;White3;IG1a;Partially modifiable order;09.07.2026;W28/07/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;09.07.2026;Following Months;To Be Produced;July
CENT-STOCK;CENTRAL STOCK;A2V02MY26L6008286;A2;A2V02;L6;2026;Color;Black2;IG1a;Locked order;07.07.2026;W28/07/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;07.07.2026;Following Months;To Be Produced;July
CENT-STOCK;CENTRAL STOCK;B1V01MY26N7006248;B1;B1V01;N7;2026;Color;Grey1;IG1a;Partially modifiable order;07.07.2026;W28/07/2026;RE;Perakende;NO;N;Y;Merkezi Rezerveli;Central;07.07.2026;Following Months;To Be Produced;July
CENT-STOCK;CENTRAL STOCK;A3V02MY26M8003518;A3;A3V02;M8;2026;Color;Grey6;IG1a;Locked order;10.07.2026;W28/07/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;10.07.2026;Following Months;To Be Produced;July
CENT-STOCK;CENTRAL STOCK;B1V01MY26N7006401;B1;B1V01;N7;2026;Color;Red2;IG1a;Locked order;15.07.2026;W29/07/2026;RE;Perakende;NO;N;Y;Merkezi Rezerveli;Central;15.07.2026;Following Months;To Be Produced;July
CENT-STOCK;CENTRAL STOCK;A2V02MY26L6008976;A2;A2V02;L6;2026;Color;Black2;IG1a;Ready for dispatch;25.07.2026;W30/07/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;25.07.2026;Following Months;To Be Produced;July
CENT-STOCK;CENTRAL STOCK;A2V02MY26L6009080;A2;A2V02;L6;2026;Color;Blue4;IG1a;Partially modifiable order;04.07.2026;W27/07/2026;RE;Perakende;NO;N;Y;Merkezi Rezerveli;Central;04.07.2026;Following Months;To Be Produced;July
CENT-STOCK;CENTRAL STOCK;A2V02MY26L6008680;A2;A2V02;L6;2026;Color;Grey1;IG1a;Locked order;07.07.2026;W28/07/2026;RE;Perakende;NO;N;Y;Merkezi Rezerveli;Central;07.07.2026;Following Months;To Be Produced;July
CENT-STOCK;CENTRAL STOCK;A3V02MY26M8003536;A3;A3V02;M8;2026;Color;White2;IG1a;Ready for dispatch;16.07.2026;W29/07/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;16.07.2026;Following Months;To Be Produced;July
CENT-STOCK;CENTRAL STOCK;A2V02MY26L6009306;A2;A2V02;L6;2026;Color;Black2;IG1a;Partially modifiable order;23.07.2026;W30/07/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;23.07.2026;Following Months;To Be Produced;July
CENT-STOCK;CENTRAL STOCK;B1V01MY26N7006001;B1;B1V01;N7;2026;Color;Black2;IG1a;Locked order;23.07.2026;W30/07/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;23.07.2026;Following Months;To Be Produced;July
CENT-STOCK;CENTRAL STOCK;B1V01MY26N7006074;B1;B1V01;N7;2026;Color;White2;IG1a;Partially modifiable order;21.07.2026;W30/07/2026;RE;Perakende;NO;N;Y;Merkezi Rezerveli;Central;21.07.2026;Following Months;To Be Produced;July
CENT-STOCK;CENTRAL STOCK;A2V02MY26L6009022;A2;A2V02;L6;2026;Color;Black2;IG1a;Partially modifiable order;30.07.2026;W31/07/2026;RE;Perakende;NO;N;Y;Merkezi Rezerveli;Central;30.07.2026;Following Months;To Be Produced;July
CENT-STOCK;CENTRAL STOCK;B1V01MY26N7006015;B1;B1V01;N7;2026;Color;Beige;IG1a;Locked order;21.07.2026;W30/07/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;21.07.2026;Following Months;To Be Produced;July
CENT-STOCK;CENTRAL STOCK;A2V02MY26L6008754;A2;A2V02;L6;2026;Color;Grey6;IG1a;Locked order;11.07.2026;W28/07/2026;RE;Perakende;NO;N;Y;Merkezi Rezerveli;Central;11.07.2026;Following Months;To Be Produced;July
CENT-STOCK;CENTRAL STOCK;A3V02MY26M8003376;A3;A3V02;M8;2026;Color;White2;IG1a;Locked order;15.07.2026;W29/07/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;15.07.2026;Following Months;To Be Produced;July
CENT-STOCK;CENTRAL STOCK;B1V01MY26N7005943;B1;B1V01;N7;2026;Color;Grey6;IG1a;Partially modifiable order;16.07.2026;W29/07/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;16.07.2026;Following Months;To Be Produced;July
CENT-STOCK;CENTRAL STOCK;B1V01MY26N7005739;B1;B1V01;N7;2026;Color;Blue4;IG1a;Ready for dispatch;30.07.2026;W31/07/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;30.07.2026;Following Months;To Be Produced;July
CENT-STOCK;CENTRAL STOCK;A2V02MY26L6008552;A2;A2V02;L6;2026;Color;Black2;IG1a;Locked order;20.07.2026;W30/07/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;20.07.2026;Following Months;To Be Produced;July
CENT-STOCK;CENTRAL STOCK;A3V02MY26M8003435;A3;A3V02;M8;2026;Color;Grey1;IG1a;Locked order;11.07.2026;W28/07/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;11.07.2026;Following Months;To Be Produced;July
CENT-STOCK;CENTRAL STOCK;A3V02MY26M8003608;A3;A3V02;M8;2026;Color;White2;IG1a;Partially modifiable order;17.07.2026;W29/07/2026;RE;Perakende;NO;N;Y;Merkezi Rezerveli;Central;17.07.2026;Following Months;To Be Produced;July
CENT-STOCK;CENTRAL STOCK;A3V02MY26M8003407;A3;A3V02;M8;2026;Color;Black2;IG1a;Partially modifiable order;12.07.2026;W28/07/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;12.07.2026;Following Months;To Be Produced;July
CENT-STOCK;CENTRAL STOCK;A2V02MY26L6009405;A2;A2V02;L6;2026;Color;Beige;IG1a;Locked order;15.07.2026;W29/07/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;15.07.2026;Following Months;To Be Produced;July
CENT-STOCK;CENTRAL STOCK;B1V01MY26N7005713;B1;B1V01;N7;2026;Color;Blue4;IG1a;Locked order;19.07.2026;W29/07/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;19.07.2026;Following Months;To Be Produced;July
CENT-STOCK;CENTRAL STOCK;A2V02MY26L6008225;A2;A2V02;L6;2026;Color;Grey1;IG1a;Partially modifiable order;22.07.2026;W30/07/2026;RE;Perakende;NO;N;Y;Merkezi Rezerveli;Central;22.07.2026;Following Months;To Be Produced;July
CENT-STOCK;CENTRAL STOCK;A2V02MY26L6009199;A2;A2V02;L6;2026;Color;Black2;IG1a;Locked order;03.07.2026;W27/07/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;03.07.2026;Following Months;To Be Produced;July
CENT-STOCK;CENTRAL STOCK;B1V01MY26N7005904;B1;B1V01;N7;2026;Color;Grey1;IG1a;Partially modifiable order;22.07.2026;W30/07/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;22.07.2026;Following Months;To Be Produced;July
CENT-STOCK;CENTRAL STOCK;B1V01MY26N7005652;B1;B1V01;N7;2026;Color;Black2;IG1a;Partially modifiable order;19.07.2026;W29/07/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;19.07.2026;Following Months;To Be Produced;July
CENT-STOCK;CENTRAL STOCK;A2V02MY26L6009017;A2;A2V02;L6;2026;Color;Grey3;IG1a;Locked order;29.07.2026;W31/07/2026;RE;Perakende;NO;N;Y;Merkezi Rezerveli;Central;29.07.2026;Following Months;To Be Produced;July
CENT-STOCK;CENTRAL STOCK;A2V02MY26L6008553;A2;A2V02;L6;2026;Color;Grey1;IG1a;Ready for dispatch;24.07.2026;W30/07/2026;RE;Perakende;NO;N;Y;Merkezi Rezerveli;Central;24.07.2026;Following Months;To Be Produced;July
CENT-STOCK;CENTRAL STOCK;A2V02MY26L6008591;A2;A2V02;L6;2026;Color;Blue4;IG1a;Locked order;15.07.2026;W29/07/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;15.07.2026;Following Months;To Be Produced;July
CENT-STOCK;CENTRAL STOCK;A3V02MY26M8003429;A3;A3V02;M8;2026;Color;Grey1;IG1a;Locked order;27.07.2026;W31/07/2026;RE;Perakende;NO;N;Y;Merkezi Rezerveli;Central;27.07.2026;Following Months;To Be Produced;July
CENT-STOCK;CENTRAL STOCK;B1V01MY26N7005621;B1;B1V01;N7;2026;Color;White2;IG1a;Partially modifiable order;02.07.2026;W27/07/2026;RE;Perakende;NO;N;Y;Merkezi Rezerveli;Central;02.07.2026;Following Months;To Be Produced;July
CENT-STOCK;CENTRAL STOCK;A2V02MY26L6009384;A2;A2V02;L6;2026;Color;White2;IG1a;Locked order;15.07.2026;W29/07/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;15.07.2026;Following Months;To Be Produced;July
