Dealer Code Processing;Dealer Name;Long Chassis;Model Description;Vehicle Version;Vehicle Code;Model Year;Color Type;Exterior Color;Interior Color;Physical Status Description;Estimated Production Day;Estimated Production Week;Sales Type;Sales Type Description;Have a Customer;Invoiced?;Dispatchable;Quota Status;Central / Dealer Quota;Production Day;Related Month Availability;Status;Month Number
CENT-STOCK;CENTRAL STOCK;A2V02MY26L6001008;A2;A2V02;L6;2026;Color;Blue4;IG1a;Partially modifiable order;26.01.2026;W05/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;26.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A2V02MY26L6001206;A2;A2V02;L6;2026;Color;Blue4;IG1a;Locked order;23.01.2026;W04/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;23.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A2V02MY26L6001242;A2;A2V02;L6;2026;Color;White2;IG1a;Locked order;29.01.2026;W05/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;29.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A3V02MY26M8001084;A3;A3V02;M8;2026;Color;Beige;IG1a;Locked order;23.01.2026;W04/01/2026;RE;Perakende;NO;N;Y;Merkezi Rezerveli;Central;23.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A2V02MY26L6001027;A2;A2V02;L6;2026;Color;Beige;IG1a;Locked order;14.01.2026;W03/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;14.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A2V02MY26L6001241;A2;A2V02;L6;2026;Color;White2;IG1a;Locked order;20.01.2026;W04/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;20.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;B1V01MY26N7001175;B1;B1V01;N7;2026;Color;Black2;IG1a;Locked order;30.01.2026;W05/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;30.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A2V02MY26L6001169;A2;A2V02;L6;2026;Color;Grey1;IG1a;Locked order;16.01.2026;W03/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;16.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A2V02MY26L6001201;A2;A2V02;L6;2026;Color;Grey1;IG1a;Locked order;21.01.2026;W04/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;21.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A2V02MY26L6001057;A2;A2V02;L6;2026;Color;Grey3;IG1a;Locked order;15.01.2026;W03/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;15.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A2V02MY26L6001109;A2;A2V02;L6;2026;Color;Black2;IG1a;Locked order;16.01.2026;W03/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;16.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;B1V01MY26N7001016;B1;B1V01;N7;2026;Color;Blue4;IG1a;Locked order;27.01.2026;W05/01/2026;RE;Perakende;NO;N;Y;Merkezi Rezerveli;Central;27.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A3V02MY26M8001065;A3;A3V02;M8;2026;Color;Beige;IG1a;Locked order;19.01.2026;W04/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;19.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A2V02MY26L6001092;A2;A2V02;L6;2026;Color;Grey1;IG1a;Locked order;16.01.2026;W03/01/2026;RE;Perakende;NO;N;Y;Merkezi Rezerveli;Central;16.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A2V02MY26L6001005;A2;A2V02;L6;2026;Color;Black2;IG1a;Locked order;20.01.2026;W04/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;20.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A2V02MY26L6001220;A2;A2V02;L6;2026;Color;Grey3;IG1a;Partially modifiable order;14.01.2026;W03/01/2026;RE;Perakende;NO;N;Y;Merkezi Rezerveli;Central;14.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;B1V01MY26N7001014;B1;B1V01;N7;2026;Color;Blue4;IG1a;Locked order;30.01.2026;W05/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;30.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A2V02MY26L6001203;A2;A2V02;L6;2026;Color;Blue4;IG1a;Locked order;26.01.2026;W05/01/2026;RE;Perakende;NO;N;Y;Merkezi Rezerveli;Central;26.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A2V02MY26L6001080;A2;A2V02;L6;2026;Color;Grey1;IG1a;Locked order;15.01.2026;W03/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;15.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;B1V01MY26N7001148;B1;B1V01;N7;2026;Color;Beige;IG1a;Partially modifiable order;27.01.2026;W05/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;27.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A2V02MY26L6001171;A2;A2V02;L6;2026;Color;Red2;IG1a;Locked order;23.01.2026;W04/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;23.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A2V02MY26L6001268;A2;A2V02;L6;2026;Color;Beige;IG1a;Locked order;21.01.2026;W04/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;21.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A3V02MY26M8001030;A3;A3V02;M8;2026;Color;Grey3;IG1a;Locked order;15.01.2026;W03/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;15.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A2V02MY26L6001259;A2;A2V02;L6;2026;Color;Beige;IG1a;Locked order;27.01.2026;W05/01/2026;RE;Perakende;NO;N;Y;Merkezi Rezerveli;Central;27.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A2V02MY26L6001007;A2;A2V02;L6;2026;Color;Grey3;IG1a;Locked order;12.01.2026;W03/01/2026;RE;Perakende;NO;N;Y;Merkezi Rezerveli;Central;12.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;B1V01MY26N7001059;B1;B1V01;N7;2026;Color;Beige;IG1a;Ready for dispatch;13.01.2026;W03/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;13.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A3V02MY26M8001026;A3;A3V02;M8;2026;Color;Yellow;IG1a;Locked order;21.01.2026;W04/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;21.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A3V02MY26M8001046;A3;A3V02;M8;2026;Color;Red2;IG1a;Locked order;19.01.2026;W04/01/2026;RE;Perakende;NO;N;Y;Merkezi Rezerveli;Central;19.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;B1V01MY26N7001075;B1;B1V01;N7;2026;Color;Grey6;IG1a;Locked order;28.01.2026;W05/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;28.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;B1V01MY26N7001116;B1;B1V01;N7;2026;Color;Black2;IG1a;Locked order;26.01.2026;W05/01/2026;RE;Perakende;NO;N;Y;Merkezi Rezerveli;Central;26.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A2V02MY26L6001179;A2;A2V02;L6;2026;Color;Black2;IG1a;Locked order;30.01.2026;W05/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;30.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A2V02MY26L6001251;A2;A2V02;L6;2026;Color;Grey1;IG1a;Partially modifiable order;15.01.2026;W03/01/2026;RE;Perakende;NO;N;Y;Merkezi Rezerveli;Central;15.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A2V02MY26L6001004;A2;A2V02;L6;2026;Color;Beige;IG1a;Locked order;30.01.2026;W05/01/2026;RE;Perakende;NO;N;Y;Merkezi Rezerveli;Central;30.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A3V02MY26M8001022;A3;A3V02;M8;2026;Color;White2;IG1a;Partially modifiable order;12.01.2026;W03/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;12.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A3V02MY26M8001012;A3;A3V02;M8;2026;Color;Black2;IG1a;Locked order;14.01.2026;W03/01/2026;RE;Perakende;NO;N;Y;Merkezi Rezerveli;Central;14.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A3V02MY26M8001080;A3;A3V02;M8;2026;Color;Yellow;IG1a;Locked order;29.01.2026;W05/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;29.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A3V02MY26M8001086;A3;A3V02;M8;2026;Color;Red2;IG1a;Ready for dispatch;28.01.2026;W05/01/2026;RE;Perakende;NO;N;Y;Merkezi Rezerveli;Central;28.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A2V02MY26L6001213;A2;A2V02;L6;2026;Color;White2;IG1a;Locked order;12.01.2026;W03/01/2026;RE;Perakende;NO;N;Y;Merkezi Rezerveli;Central;12.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A2V02MY26L6001054;A2;A2V02;L6;2026;Color;Black2;IG1a;Partially modifiable order;30.01.2026;W05/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;30.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A2V02MY26L6001267;A2;A2V02;L6;2026;Color;Black2;IG1a;Partially modifiable order;29.01.2026;W05/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;29.01.2026;Following Months;To Be Produced;January
